Journal,USD,USD cleaned
Wildlife Monographs,"2,750",2750
Children & Society,"2,800",2800
Civil Engineering Design,"2,800",2800
Clinical Obesity,"2,800",2800
European Financial Management,"2,800",2800
International Labour Review,"2,800",2800
Journal of Applied Social Psychology,"2,800",2800
Journal of Community & Applied Social Psychology,"2,800",2800
Journal of Community Psychology,"2,800",2800
Journal of Economics & Management Strategy,"2,800",2800
Journal of Law and Society,"2,800",2800
Journal of Leukocyte Biology,"2,800",2800
Personal Relationships,"2,800",2800
Personality and Mental Health,"2,800",2800
Review of Income and Wealth,"2,800",2800
Sociological Forum,"2,800",2800
Syntax,"2,800",2800
The Journal of Futures Markets,"2,800",2800
British Journal of Radiology,"2,850",2850
DentoMaxilloFacial Radiology,"2,850",2850
Fiscal Studies,"2,850",2850
Agribusiness,"2,900",2900
"Anatomia, Histologia, Embryologia","2,900",2900
Annals of Human Genetics,"2,900",2900
Archaeological Prospection,"2,900",2900
Australian Journal of Rural Health,"2,900",2900
Child Abuse Review,"2,900",2900
Computational Intelligence,"2,900",2900
Drug Development Research,"2,900",2900
Economic Inquiry,"2,900",2900
Environmental Policy and Governance,"2,900",2900
Frontiers in Ecology and the Environment,"2,900",2900
Geographical Research,"2,900",2900
International Journal of Dental Hygiene,"2,900",2900
International Journal of Nursing Knowledge,"2,900",2900
International Journal of Psychology,"2,900",2900
International Journal of Tourism Research,"2,900",2900
Journal for Specialists In Pediatric Nursing,"2,900",2900
Journal for the Theory of Social Behaviour,"2,900",2900
Journal of Applied Ichthyology,"2,900",2900
Journal of Applied Philosophy,"2,900",2900
Journal of Business Finance & Accounting,"2,900",2900
Journal of Clinical Ultrasound,"2,900",2900
Journal of Digestive Diseases,"2,900",2900
Journal of Family Therapy,"2,900",2900
Journal of Food Processing and Preservation,"2,900",2900
Journal of Medical Primatology,"2,900",2900
Journal of Phytopathology,"2,900",2900
Kyklos,"2,900",2900
Law & Policy,"2,900",2900
Learned Publishing,"2,900",2900
Luminescence: The Journal of Biological and Chemical Luminescence,"2,900",2900
Metroeconomica,"2,900",2900
Microwave and Optical Technology Letters,"2,900",2900
"Mind, Brain, and Education","2,900",2900
"New Technology, Work and Employment","2,900",2900
Review of International Economics,"2,900",2900
Social Development,"2,900",2900
System Dynamics Review,"2,900",2900
Systems Research and Behavioral Science,"2,900",2900
The Journal of Industrial Economics,"2,900",2900
Topics in Cognitive Science,"2,900",2900
Veterinary Record,"2,915",2915
Medical Physics,"2,950",2950
Stat,"2,950",2950
Statistica Neerlandica,"2,950",2950
Journal of Obstetrics and Gynaecology Research,"2,970",2970
Academic Emergency Medicine,"3,000",3000
Accounting & Finance,"3,000",3000
Acta Geologica Sinica (English Edition),"3,000",3000
Acta Zoologica,"3,000",3000
AEM Education and Training,"3,000",3000
Alzheimer's & Dementia ,"3,000",3000
American Anthropologist,"3,000",3000
American Ethnologist,"3,000",3000
American Journal of Medical Genetics Part B:Neuropsychiatric Genetics,"3,000",3000
American Journal of Medical Genetics Part C:Seminars in Medical Genetics,"3,000",3000
Analyses of Social Issues and Public Policy,"3,000",3000
Anatomical Sciences Education,"3,000",3000
Andrology,"3,000",3000
Animal Genetics,"3,000",3000
Annals of Anthropological Practice,"3,000",3000
Annals of Applied Biology,"3,000",3000
Anthropology & Education Quarterly,"3,000",3000
Anthropology and Humanism,"3,000",3000
Anthropology of Consciousness,"3,000",3000
Anthropology of Work Review,"3,000",3000
Anthropology Today,"3,000",3000
Antipode,"3,000",3000
AORN Journal,"3,000",3000
Applied Psychology,"3,000",3000
Applied Psychology: Health and Well-Being,"3,000",3000
Applied Stochastic Models in Business and Industry,"3,000",3000
Archeological Papers of the American Anthropological Association,"3,000",3000
Archiv der Pharmazie,"3,000",3000
Area,"3,000",3000
Astronomische Nachrichten,"3,000",3000
Australasian Journal on Ageing,"3,000",3000
Australian Journal of Social Issues,"3,000",3000
Australian Occupational Therapy Journal,"3,000",3000
AWWA Water Science,"3,000",3000
Berichte zur Wissenschaftsgeschichte,"3,000",3000
Biochemistry and Molecular Biology Education,"3,000",3000
Bioelectromagnetics,"3,000",3000
Biometrics,"3,000",3000
Biotechnology and Applied Biochemistry,"3,000",3000
British Journal of Clinical Psychology,"3,000",3000
British Journal of Education Psychology,"3,000",3000
British Journal of Management,"3,000",3000
British Journal of Psychotherapy,"3,000",3000
Bulletin of Latin American Research,"3,000",3000
Bulletin of the Korean Chemical Society,"3,000",3000
Bulletin of the London Mathematical Society,"3,000",3000
Business Ethics: A European Review,"3,000",3000
c/e papers,"3,000",3000
Chinese Journal of Chemistry,"3,000",3000
City & Society,"3,000",3000
Clinical Advances in Periodontics,"3,000",3000
Computational and Mathematical Methods,"3,000",3000
Computer Graphics Forum,"3,000",3000
Conflict Resolution Quarterly,"3,000",3000
Conservation Biology,"3,000",3000
Consumer Psychology Review,"3,000",3000
Corporate Social Responsibility and EnvironmentalManagement,"3,000",3000
Criminal Behaviour and Mental Health,"3,000",3000
"Culture, Agriculture, Food and Environment","3,000",3000
Curtis's Botanical Magazine,"3,000",3000
Cytometry Part A,"3,000",3000
Cytometry Part B: Clinical Cytometry,"3,000",3000
Dermatological Reviews,"3,000",3000
Development Policy Review,"3,000",3000
Dyslexia,"3,000",3000
Ecological Research,"3,000",3000
Economic Anthropology,"3,000",3000
Energy Storage,"3,000",3000
Entomological Science,"3,000",3000
Environmental Quality Management,"3,000",3000
Environmental Toxicology and Chemistry,"3,000",3000
EPPO Bulletin,"3,000",3000
Ethos,"3,000",3000
EuroChoices,"3,000",3000
European Journal of Neuroscience,"3,000",3000
European Journal of Political Research Political Data Yearbook,"3,000",3000
European Journal of Social Psychology,"3,000",3000
European Policy Analysis,"3,000",3000
Evolution,"3,000",3000
Feminist Anthropology,"3,000",3000
Financial Planning Review,"3,000",3000
Foreign Language Annals,"3,000",3000
Fortschritte der Physik,"3,000",3000
Functional Ecology,"3,000",3000
Futures & Foresight Science,"3,000",3000
General Anthropology,"3,000",3000
"Genes, Brain and Behavior","3,000",3000
Geographical Analysis,"3,000",3000
Geography Compass (Electronic),"3,000",3000
Geophysical Prospecting,"3,000",3000
Gerodontology,"3,000",3000
Global Business and Organizational Excellence,"3,000",3000
Health Promotion Journal of Australia,"3,000",3000
Industrial Relations,"3,000",3000
Infancy,"3,000",3000
Insect Science,"3,000",3000
Integrated Environmental Assessment and Management,"3,000",3000
International Forum of Allergy & Rhinology,"3,000",3000
International Journal of Adaptive Control and Signal Processing,"3,000",3000
International Journal of Economic Theory,"3,000",3000
International Journal of Network Management,"3,000",3000
International Journal of Nursing Practice,"3,000",3000
International Transactions in Operational Research,"3,000",3000
International Transactions on Electrical Energy Systems,"3,000",3000
IPPR Progressive Review,"3,000",3000
JACCP:  Journal of the American College of Clinical Pharmacy,"3,000",3000
Journal AWWA,"3,000",3000
Journal for the Anthropology of North America,"3,000",3000
Journal of Agrarian Change,"3,000",3000
Journal of Analytical Psychology,"3,000",3000
Journal of Anatomy,"3,000",3000
Journal of Animal Ecology,"3,000",3000
Journal of Applied Ecology,"3,000",3000
Journal of Bone and Mineral Research,"3,000",3000
Journal of Clinical Psychology,"3,000",3000
Journal of Corporate Accounting & Finance,"3,000",3000
Journal of Dental Education,"3,000",3000
Journal of Diabetes,"3,000",3000
Journal of Ecology,"3,000",3000
Journal of Engineering Education,"3,000",3000
Journal of Eukaryotic Microbiology,"3,000",3000
Journal of Evolutionary Biology,"3,000",3000
Journal of Experimental Zoology Part B Molecular and Developmental Evolution,"3,000",3000
Journal of Field Ornithology,"3,000",3000
Journal of Food Biochemistry,"3,000",3000
Journal of Genetic Counseling,"3,000",3000
Journal of Healthcare Risk Management,"3,000",3000
Journal of Industrial Ecology,"3,000",3000
Journal of Inherited Metabolic Disease,"3,000",3000
Journal of Latin American & Caribbean Anthropology,"3,000",3000
Journal of Leadership Studies,"3,000",3000
Journal of Linguistic Anthropology,"3,000",3000
"Journal of Money, Credit and Banking","3,000",3000
Journal of Occupational and Organizational Psychology,"3,000",3000
Journal of Operations Management,"3,000",3000
Journal of Personality,"3,000",3000
Journal of Product Innovation Management,"3,000",3000
Journal of Prosthodontics,"3,000",3000
Journal of Research in Reading,"3,000",3000
Journal of Research in Special Educational Needs,"3,000",3000
Journal of Risk and Insurance,"3,000",3000
Journal of School Health,"3,000",3000
Journal of Social Issues,"3,000",3000
Journal of Supply Chain Management,"3,000",3000
Journal of Surfactants and Detergents,"3,000",3000
Journal of Systematics and Evolution,"3,000",3000
Journal of Texture Studies,"3,000",3000
Journal of The American Oil Chemists' Society,"3,000",3000
Journal of the American Water Resources Association,"3,000",3000
Journal of the Association for Information Science and Technology,"3,000",3000
Journal of the Chinese Chemical Society,"3,000",3000
Journal of the London Mathematical Society,"3,000",3000
Journal of the Royal Statistical Society: Series A (Statistics in Society),"3,000",3000
Journal of the Royal Statistical Society: Series B (Statistical Methodology),"3,000",3000
Journal of the Royal Statistical Society: Series C (Applied Statistics),"3,000",3000
Journal of the Society for Information Display,"3,000",3000
Journal of Topology,"3,000",3000
Lipids,"3,000",3000
Literacy,"3,000",3000
Mammal Review,"3,000",3000
Marine Mammal Science,"3,000",3000
Materialwissenschaft und Werkstofftechnik,"3,000",3000
Mathematika,"3,000",3000
Medical Anthropology Quarterly,"3,000",3000
Medical Devices & Sensors,"3,000",3000
Meteoritics & Planetary Science,"3,000",3000
Methods in Ecology and Evolution,"3,000",3000
Middle East Policy,"3,000",3000
Modern Law Review,"3,000",3000
Museum Anthropology,"3,000",3000
Navigation,"3,000",3000
Neuropathology,"3,000",3000
New Directions for Adult and Continuing Education,"3,000",3000
New Directions for Child and Adolescent Development,"3,000",3000
New Directions for Community Colleges,"3,000",3000
New Directions for Evaluation,"3,000",3000
New Directions for Higher Education,"3,000",3000
New Directions for Institutional Research,"3,000",3000
New Directions for Student Leadership,"3,000",3000
New Directions for Student Services,"3,000",3000
New Directions for Teaching and Learning,"3,000",3000
New Phytologist,"3,000",3000
North American Journal of Aquaculture,"3,000",3000
Nonprofit Management and Leadership,"3,000",3000
Nursing Philosophy,"3,000",3000
Oral Science International,"3,000",3000
Oxford Bulletin of Economics and Statistics,"3,000",3000
Papers In Regional Science,"3,000",3000
Peace & Change,"3,000",3000
Performance Improvement,"3,000",3000
Performance Improvement Quarterly,"3,000",3000
Philosophical Perspectives,"3,000",3000
Philosophy & Public Affairs,"3,000",3000
Physik in unserer Zeit,"3,000",3000
Plant Biology,"3,000",3000
PM&R ,"3,000",3000
PoLAR: Political and Legal Anthropology Review,"3,000",3000
Polymer Crystallization,"3,000",3000
Population and Development Review,"3,000",3000
Population Ecology,"3,000",3000
Presidential Studies Quarterly,"3,000",3000
Process Safety Progress,"3,000",3000
Psychogeriatrics,"3,000",3000
Psychology & Marketing,"3,000",3000
Public Budgeting & Finance,"3,000",3000
Quantum Engineering,"3,000",3000
R&D Management,"3,000",3000
Remediation,"3,000",3000
Review of Education,"3,000",3000
Review of Financial Economics,"3,000",3000
Review of Policy Research,"3,000",3000
Risk Management and Insurance Review,"3,000",3000
Security and Privacy,"3,000",3000
Separation Science Plus,"3,000",3000
"Sexuality, Gender & Policy","3,000",3000
Social Anthropology,"3,000",3000
Social Issues and Policy Review,"3,000",3000
Strategic Change: Briefings in EntrepreneurialFinance,"3,000",3000
Strategic Entrepreneurship Journal,"3,000",3000
Structural Concrete,"3,000",3000
Studies In Ethnicity and Nationalism,"3,000",3000
Studies in Family Planning,"3,000",3000
Support for Learning,"3,000",3000
Systems Engineering,"3,000",3000
The American Journal on Addictions,"3,000",3000
The Canadian Journal of Chemical Engineering,"3,000",3000
The Curriculum Journal,"3,000",3000
The Economic History Review,"3,000",3000
The Geographical Journal,"3,000",3000
The Howard Journal of Crime and Justice,"3,000",3000
The Journal of Financial Research,"3,000",3000
The Journal of Eukaryotic Microbiology,"3,000",3000
The Journal of Political Philosophy,"3,000",3000
The Journal of Product Innovation Management,"3,000",3000
The Political Quarterly,"3,000",3000
The Scandinavian Journal of Economics,"3,000",3000
Thunderbird International Business Review,"3,000",3000
Tijdschrift voor Economische en Sociale Geografie,"3,000",3000
Transactions on Emerging Telecommunications Technologies,"3,000",3000
Transforming Anthropology,"3,000",3000
Vakuum in Forschung und Praxis,"3,000",3000
Veterinary Clinical Pathology,"3,000",3000
Veterinary Dermatology,"3,000",3000
Veterinary Surgery,"3,000",3000
Vietnam Journal of Chemistry,"3,000",3000
Visual Anthropology Review,"3,000",3000
Wiley Interdisciplinary Reviews: Forensic Science,"3,000",3000
World Food Policy,"3,000",3000
World Water Policy,"3,000",3000
Zeitschrift für anorganische und allgemeine Chemie,"3,000",3000
Zoologica Scripta,"3,000",3000
Clinical & Experimental Ophthalmology,"3,050",3050
ANZ Journal of Surgery,"3,100",3100
Austral Ecology,"3,100",3100
Australasian Journal of Dermatology,"3,100",3100
Australian Veterinary Journal,"3,100",3100
British Journal of Industrial Relations,"3,100",3100
British Journal of Psychology,"3,100",3100
Chemical Biology & Drug Design,"3,100",3100
Child & Family Social Work,"3,100",3100
Child Development Perspectives,"3,100",3100
Clinical and Experimental Dermatology,"3,100",3100
Clinical Psychology & Psychotherapy,"3,100",3100
Cognitive Science - A Multidisciplinary Journal,"3,100",3100
Color Research and Application,"3,100",3100
Criminology and Public Policy,"3,100",3100
Equine Veterinary Education,"3,100",3100
European Law Journal,"3,100",3100
Global Policy,"3,100",3100
Hemodialysis International,"3,100",3100
Human Resource Management,"3,100",3100
International Journal of Chemical Kinetics,"3,100",3100
International Journal of Communication Systems,"3,100",3100
International Journal of Dairy Technology,"3,100",3100
International Journal of Language & CommunicationDisorders,"3,100",3100
Journal of Applied Econometrics,"3,100",3100
Journal of Consumer Psychology,"3,100",3100
Journal of Cutaneous Pathology,"3,100",3100
Journal of Economic Surveys,"3,100",3100
Journal of Food Process Engineering,"3,100",3100
Journal of Marriage and Family,"3,100",3100
Journal of Public Health Dentistry,"3,100",3100
Journal Of Regional Science,"3,100",3100
Journal of Research On Adolescence,"3,100",3100
Journal of Sociolinguistics,"3,100",3100
Journal of the History of the Behavioral Sciences,"3,100",3100
Journal of the Institute of Brewing,"3,100",3100
Legal and Criminological Psychology,"3,100",3100
Marine Ecology,"3,100",3100
Microscopy Research and Technique,"3,100",3100
Nutrition in Clinical Practice,"3,100",3100
Public Health Nursing,"3,100",3100
Resource Geology,"3,100",3100
Synapse,"3,100",3100
The Clinical Respiratory Journal,"3,100",3100
The RAND Journal of Economics,"3,100",3100
The World Economy,"3,100",3100
Therapeutic Apheresis and Dialysis,"3,100",3100
Transplant Infectious Disease,"3,100",3100
Water and Environment Journal,"3,100",3100
Wiley Interdisciplinary Reviews: Water,"3,100",3100
International Journal of Climatology,"3,150",3150
Tropical Medicine & International Health,"3,150",3150
Asia-Pacific Journal of Clinical Oncology,"3,200",3200
Birth Defects Research,"3,200",3200
British Journal of Social Psychology,"3,200",3200
Cell Biochemistry & Function,"3,200",3200
Diagnostic Cytopathology,"3,200",3200
Fire and Materials,"3,200",3200
Groundwater,"3,200",3200
Groundwater Monitoring & Remediation,"3,200",3200
Human Resource Development Quarterly,"3,200",3200
International Journal of Rheumatic Diseases,"3,200",3200
JCMS: Journal of Common Market Studies,"3,200",3200
Journal of Behavioral Decision Making,"3,200",3200
Journal of Cardiac Surgery,"3,200",3200
Journal of Clinical Pharmacy and Therapeutics,"3,200",3200
Journal of Computer Assisted Learning,"3,200",3200
Journal of Organizational Behavior,"3,200",3200
Journal of Polymer Science ,"3,200",3200
Mathematical Finance,"3,200",3200
Mind & Language,"3,200",3200
Pacing and Clinical Electrophysiology,"3,200",3200
Parasite Immunology,"3,200",3200
Phytochemical Analysis,"3,200",3200
Policy Studies Journal,"3,200",3200
Political Psychology,"3,200",3200
Reading Research Quarterly,"3,200",3200
Restoration Ecology,"3,200",3200
Sociologia Ruralis,"3,200",3200
Suicide and Life-Threatening Behavior,"3,200",3200
Surface and Interface Analysis,"3,200",3200
The British Journal of Sociology,"3,200",3200
Cellular Microbiology,"3,250",3250
Molecular Microbiology,"3,250",3250
Acta Paediatrica: Nurturing the Child,"3,300",3300
African Development Review,"3,300",3300
Aggressive Behavior,"3,300",3300
Agricultural Economics,"3,300",3300
American Journal of Agricultural Economics,"3,300",3300
Andrologia,"3,300",3300
Annals of Neurology,"3,300",3300
Applied Economic Perspectives and Policy,"3,300",3300
Applied Organometallic Chemistry,"3,300",3300
Archives of Insect Biochemistry and Physiology,"3,300",3300
Australian and New Zealand Journal of Obstetrics and Gynaecology,"3,300",3300
Biology of the Cell,"3,300",3300
Biomedical Chromatography,"3,300",3300
Biopharmaceutics & Drug Disposition,"3,300",3300
British Educational Research Journal,"3,300",3300
British Journal of Educational Technology,"3,300",3300
British Journal of Health Psychology,"3,300",3300
Business Strategy and the Environment,"3,300",3300
Child Development,"3,300",3300
"Child: Care, Health and Development","3,300",3300
Clinical and Experimental Pharmacology and Physiology,"3,300",3300
Clinical Pharmacology & Therapeutics,"3,300",3300
Clinical Pharmacology in Drug Development,"3,300",3300
Coloration Technology,"3,300",3300
Colorectal Disease,"3,300",3300
Contributions to Plasma Physics,"3,300",3300
Corporate Governance: An International Review,"3,300",3300
Criminology,"3,300",3300
Dental Traumatology,"3,300",3300
Developing World Bioethics,"3,300",3300
Disasters,"3,300",3300
Ecological Applications,"3,300",3300
Ecological Monographs,"3,300",3300
Ecology,"3,300",3300
Electroanalysis,"3,300",3300
Emergency Medicine Australasia,"3,300",3300
Environmental and Molecular Mutagenesis,"3,300",3300
Equine Veterinary Journal,"3,300",3300
European Journal of Dental Education,"3,300",3300
European Journal of Oral Sciences,"3,300",3300
Evolution & Development,"3,300",3300
Expert Systems,"3,300",3300
FEBS Letters,"3,300",3300
Fuel Cells,"3,300",3300
GastroHep,"3,300",3300
Genesis: The Journal of Genetics and Development,"3,300",3300
Global Networks,"3,300",3300
Greenhouse Gases: Science and Technology,"3,300",3300
Headache: The Journal of Head and Face Pain,"3,300",3300
Health Services Research,"3,300",3300
HIV Medicine,"3,300",3300
Ibis,"3,300",3300
Immunology & Cell Biology,"3,300",3300
International Journal of Applied Ceramic Technology,"3,300",3300
International Journal of Applied Glass Science,"3,300",3300
International Journal of Dermatology,"3,300",3300
International Journal of Food Science & Technology,"3,300",3300
International Journal of Management Reviews,"3,300",3300
International Journal of Older People Nursing,"3,300",3300
International Journal of Osteoarchaeology,"3,300",3300
International Journal of Robust and Nonlinear Control,"3,300",3300
International Journal of Urology,"3,300",3300
Invertebrate Biology,"3,300",3300
Irrigation and Drainage,"3,300",3300
Journal der Deutschen Dermatologischen Gesellschaft,"3,300",3300
Journal of Clinical Pharmacology,"3,300",3300
Journal of Fish Biology,"3,300",3300
Journal of Food Safety,"3,300",3300
Journal of Intellectual Disability Research,"3,300",3300
Journal of Labelled Compounds and Radiopharmaceuticals,"3,300",3300
Journal of Management Studies,"3,300",3300
Journal of Midwifery & Women's Health,"3,300",3300
Journal of Molecular Recognition,"3,300",3300
Journal of Neuroimaging,"3,300",3300
Journal of Paediatrics and Child Health,"3,300",3300
Journal of Parenteral and Enteral Nutrition,"3,300",3300
Journal of Phycology,"3,300",3300
Journal of Physical Organic Chemistry,"3,300",3300
Journal of Policy Analysis and Management,"3,300",3300
Journal of Research in Science Teaching,"3,300",3300
Journal of Software: Evolution and Process,"3,300",3300
Journal of the American Ceramic Society,"3,300",3300
Journal of Vinyl & Additive Technology,"3,300",3300
Language Learning,"3,300",3300
Lethaia,"3,300",3300
Microcirculation,"3,300",3300
Microsurgery,"3,300",3300
Molecular Informatics,"3,300",3300
Movement Disorders,"3,300",3300
Neuropathology and Applied Neurobiology,"3,300",3300
Nursing & Health Sciences,"3,300",3300
Ophthalmic and Physiological Optics,"3,300",3300
Optimal Control Applications and Methods,"3,300",3300
Papers in Palaeontology,"3,300",3300
Pathology International,"3,300",3300
Peptide Science,"3,300",3300
Periodontology 2000,"3,300",3300
Permafrost and Periglacial Processes,"3,300",3300
Perspectives In Psychiatric Care,"3,300",3300
Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,"3,300",3300
Photochemistry and Photobiology,"3,300",3300
Phycological Research,"3,300",3300
Polymer Composites,"3,300",3300
Polymer Engineering & Science,"3,300",3300
"Propellants, Explosives, Pyrotechnics","3,300",3300
Protein Science,"3,300",3300
"Psychology and Psychotherapy: Theory, Research and Practice","3,300",3300
Regulation & Governance,"3,300",3300
Reviews in Aquaculture,"3,300",3300
Scandinavian Journal of Immunology,"3,300",3300
Seminars in Dialysis,"3,300",3300
Stress and Health,"3,300",3300
The Journal of Gene Medicine,"3,300",3300
The Journal of Rural Health,"3,300",3300
The Journal of Wildlife Management,"3,300",3300
The Modern Language Journal,"3,300",3300
Transactions in GIS,"3,300",3300
Transactions of the Institute of British Geographers,"3,300",3300
Translational Sports Medicine,"3,300",3300
Wildlife Society Bulletin,"3,300",3300
Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,"3,300",3300
Wound Repair and Regeneration,"3,300",3300
X-Ray Spectrometry,"3,300",3300
Geoarchaeology,"3,330",3330
Scandinavian Journal of Medicine & Science in Sports,"3,350",3350
Australasian Journal of Ultrasound in Medicine,"3,400",3400
Biopolymers,"3,400",3400
Cell Biology International,"3,400",3400
Cytopathology,"3,400",3400
Cytoskeleton,"3,400",3400
Dermatologic Therapy,"3,400",3400
Developmental Psychobiology,"3,400",3400
Drug and Alcohol Review,"3,400",3400
European Journal of Haematology,"3,400",3400
Fisheries Management and Ecology,"3,400",3400
Geriatrics & Gerontology International,"3,400",3400
Hepatology Research,"3,400",3400
International Journal of Experimental Pathology,"3,400",3400
International Journal of Laboratory Hematology,"3,400",3400
International Journal of Paediatric Dentistry,"3,400",3400
Journal of Aquatic Animal Health,"3,400",3400
Journal of Clinical Apheresis,"3,400",3400
Journal of Esthetic and Restorative Dentistry,"3,400",3400
Journal of Forensic Sciences,"3,400",3400
Journal of Human Nutrition and Dietetics,"3,400",3400
Journal of Morphology,"3,400",3400
Journal of Small Animal Practice,"3,400",3400
Journal of Ultrasound in Medicine,"3,400",3400
Letters In Applied Microbiology,"3,400",3400
Pediatric Dermatology,"3,400",3400
Pediatric Transplantation,"3,400",3400
Scandinavian Journal of Psychology,"3,400",3400
The International Journal of Medical Robotics and Computer Assisted Surgery,"3,400",3400
Veterinary Ophthalmology,"3,400",3400
Wiley Interdisciplinary Reviews - Cognitive Science,"3,400",3400
Zoo Biology,"3,400",3400
Traffic,"3,450",3450
Alcoholism: Clinical & Experimental Research,"3,465",3465
Quarterly Journal of the Royal Meteorological Society,"3,465",3465
Analysis & Sensing,"3,500",3500
Aquaculture Nutrition,"3,500",3500
Asian Journal of Organic Chemistry,"3,500",3500
Batteries & Supercaps,"3,500",3500
Boreas,"3,500",3500
ChemBioEng Reviews,"3,500",3500
Chemical Engineering & Technology,"3,500",3500
Chemie-Ingenieur-Technik (CIT),"3,500",3500
Chemistry & Biodiversity,"3,500",3500
ChemistrySelect,"3,500",3500
ChemPhotoChem,"3,500",3500
ChemPlusChem,"3,500",3500
ChemSystemsChem,"3,500",3500
Chirality,"3,500",3500
Clinical Physiology and Functional Imaging,"3,500",3500
Computer Applications In Engineering Education,"3,500",3500
Entomologia Experimentalis et Applicata,"3,500",3500
Environmental Progress & Sustainable Energy,"3,500",3500
Forest Pathology,"3,500",3500
"Geochemistry, Geophysics, Geosystems","3,500",3500
Geological Journal,"3,500",3500
Global Biogeochemical Cycles,"3,500",3500
Grass and Forage Science,"3,500",3500
Helicobacter,"3,500",3500
Helvetica Chimica Acta,"3,500",3500
Human Psychopharmacology: Clinical and Experimental,"3,500",3500
International Journal of Circuit Theory & Applications,"3,500",3500
Journal of Accounting Research,"3,500",3500
Journal of Advanced Manufacturing and Processing,"3,500",3500
Journal of Applied Research in Intellectual Disabilities,"3,500",3500
Journal of Cosmetic Dermatology,"3,500",3500
Journal of Geophysical Research: Atmospheres,"3,500",3500
Journal of Geophysical Research: Biogeosciences,"3,500",3500
Journal of Geophysical Research: Earth Surface,"3,500",3500
Journal of Geophysical Research: Oceans,"3,500",3500
Journal of Geophysical Research: Planets,"3,500",3500
Journal of Geophysical Research: Solid Earth,"3,500",3500
Journal of Geophysical Research: Space Physics,"3,500",3500
Journal of Magnetic Resonance Imaging,"3,500",3500
Journal of Oral Pathology & Medicine,"3,500",3500
Journal of Peptide Science,"3,500",3500
Journal of Plant Nutrition and Soil Science,"3,500",3500
Journal of Sensory Studies,"3,500",3500
Journal of Separation Science,"3,500",3500
Journal of Sleep Research,"3,500",3500
Journal of Thrombosis and Haemostasis,"3,500",3500
Journal of Time Series Analysis,"3,500",3500
Magnetic Resonance in Medicine,"3,500",3500
Orthodontics & Craniofacial Research,"3,500",3500
Packaging Technology and Science,"3,500",3500
Paleoceanography and Paleoclimatology,"3,500",3500
Pediatric Anesthesia,"3,500",3500
Physiological Entomology,"3,500",3500
Radio Science,"3,500",3500
Reviews of Geophysics,"3,500",3500
Soil Use and Management,"3,500",3500
Strategic Management Journal,"3,500",3500
Sustainable Development,"3,500",3500
Tectonics,"3,500",3500
The Journal of Finance,"3,500",3500
Weed Research,"3,500",3500
Yeast,"3,500",3500
Art History,"3,550",3550
Genetic Epidemiology,"3,550",3550
Journal of Applied Toxicology,"3,550",3550
Pediatric Blood & Cancer,"3,550",3550
The Prostate,"3,550",3550
Acta Crystallographica Section C: Structural Chemistry,"3,600",3600
Acta Psychiatrica Scandinavica,"3,600",3600
Agricultural and Forest Entomology,"3,600",3600
American Journal of Human Biology,"3,600",3600
American Journal of Medical Genetics Part A,"3,600",3600
American Journal of Reproductive Immunology,"3,600",3600
APMIS,"3,600",3600
Basin Research,"3,600",3600
BioFactors,"3,600",3600
ChemMedChem,"3,600",3600
CHEMNANOMAT,"3,600",3600
Clinical Anatomy,"3,600",3600
Clinical Transplantation,"3,600",3600
Community Dentistry and Oral Epidemiology,"3,600",3600
Development and Change,"3,600",3600
Digestive Endoscopy,"3,600",3600
Ecological Entomology,"3,600",3600
Ecology of Freshwater Fish,"3,600",3600
Environmental Microbiology Reports,"3,600",3600
Ethology,"3,600",3600
European Journal of Clinical Investigation,"3,600",3600
European Journal of Political Research,"3,600",3600
Experimental Physiology,"3,600",3600
Fisheries,"3,600",3600
Flavour and Fragrance Journal,"3,600",3600
Integrative Zoology,"3,600",3600
International Journal of Intelligent Systems,"3,600",3600
International Journal of Satellite Communications and Networking,"3,600",3600
International Journal of Urban and Regional Research,"3,600",3600
Israel Journal of Chemistry,"3,600",3600
IUBMB Life,"3,600",3600
Journal of Agricultural Economics,"3,600",3600
Journal of Agronomy and Crop Science,"3,600",3600
Journal of Applied Entomology,"3,600",3600
Journal of Applied Microbiology,"3,600",3600
Journal of Applied Polymer Science,"3,600",3600
Journal of Graph Theory,"3,600",3600
Journal of Orthopaedic Research ®,"3,600",3600
Journal of Periodontology,"3,600",3600
Journal of Psychiatric and Mental Health Nursing,"3,600",3600
Journal of the Royal Anthropological Institute,"3,600",3600
Journal of Zoology,"3,600",3600
Lubrication Science,"3,600",3600
Medical and Veterinary Entomology,"3,600",3600
Molecular Reproduction & Development,"3,600",3600
Nephrology,"3,600",3600
Numerical Linear Algebra With Applications,"3,600",3600
Nursing Inquiry,"3,600",3600
"Photodermatology, Photoimmunology & Photomedicine","3,600",3600
Polymers for Advanced Technologies,"3,600",3600
Proceedings of the London Mathematical Society,"3,600",3600
Public Administration,"3,600",3600
Reproduction in Domestic Animals,"3,600",3600
Research in Nursing & Health,"3,600",3600
Risk Analysis,"3,600",3600
Sociology of Health & Illness,"3,600",3600
"Software Testing, Verification & Reliability","3,600",3600
Software: Practice and Experience,"3,600",3600
Statistical Analysis and Data Mining,"3,600",3600
Terra Nova,"3,600",3600
The Breast Journal,"3,600",3600
